kind,absolute_worktree,branch,head,upstream,ahead_behind,dirty_state,last_author,last_time,last_subject,persona_inference,mailbox_presence,result_report_files,merge_base_to_current_base,current_base_relevance
attached-worktree,/Users/jay-m4/code/rawclaw-norm-fault,norm/fault-repro-slim,178e8fc60194f48877913ae8b91da62ec0fe3c42,origin/integrate/tagwrite-closeout-wave1,24/2,clean,MoonCaves,2026-08-26T16:11:06+08:00,test(index): make issue 32 retry same-store and meaningful,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-fault-review,norm/fault-adversarial-review,80d2ab1d3d825327833259f3a1d190aeb07d4418,origin/norm/fault-repro-slim,0/1,clean,MoonCaves,2026-08-26T16:18:08+08:00,review: record issue 32 adversarial findings,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-fault-slim,norm/fault-test-slim,cfccbc6184bf0af1bd7632923933134bbf4c0bdb,origin/norm/fault-test-slim,0/0,clean,MoonCaves,2026-08-26T17:36:00+08:00,test(index): slim same-store retry assertions,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,479d14c782a229d3348b290885028c5efa7a8740,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-flash-catalog,norm/flash-catalog,bfe01e78cc240aa69335b3711b7229207293221c,UNCERTAIN,18/2 vs base,clean,MoonCaves,2026-08-26T19:37:30+08:00,refactor(agentproto): inline redundant project containment closure in catalogCands,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,54afa70ab1a0b934b7f09c16ab68f358905dabd4,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-flash-fence,norm/flash-fence,6ac7f1a5d9e80eed9b14f0f92f8e3f3abf07d140,origin/norm/flash-fence,0/0,clean,MoonCaves,2026-08-26T18:24:05+08:00,test: reuse consolidated fence holder setup,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,479d14c782a229d3348b290885028c5efa7a8740,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-flash-hooks,norm/flash-hooks,2cc11d683761b702f26d1127efeb631a70ef348b,origin/norm/flash-hooks,0/0,clean,MoonCaves,2026-08-26T18:14:23+08:00,fix hooks to claim catalog without opening targets,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,479d14c782a229d3348b290885028c5efa7a8740,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-flash-ingest,norm/flash-ingest,50c6d0d627b950c359f1f6a6adeec4e3bf6272bd,origin/norm/flash-ingest,0/0,clean,MoonCaves,2026-08-26T19:39:00+08:00,test(cli): deduplicate ingest test fixtures while preserving detached child and hook contracts,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,8824e256066518a685e685aa70eb2ed59019dfc8,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-integration,norm/integration-wave1,f026d6aed1918fb2c158c71df976eaf0dbf278c8,origin/norm/integration-wave1,0/0,clean,MoonCaves,2026-08-26T16:12:18+08:00,refactor(cli): remove impossible antigravity hook error,norm,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-integration-wave2,norm/integration-wave2,bd8346c5468435ba8636042c4846032e26460dba,origin/norm/integration-wave2,0/0,clean,MoonCaves,2026-08-26T19:47:45+08:00,fix(cli): make session catalog claims path-safe,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-norm-lenny-spy,norm/lenny-spy,f15d1af8a35cad869f5bb81101201e283b75879c,origin/norm/lenny-spy,0/0,clean,MoonCaves,2026-08-26T20:54:15+08:00,report cdc063d scoped catalog ambiguity,norm,.agent-mailbox,37EC96B_INVALID_ID_ADVISORY.md;AGENTS.md;B0D9_ON_0D1_TRANSPLANT_AUDIT.md;CANDIDATE_50C6D0D_ASSERTION_MUTATION_WAVE3.md;CHANGELOG.md;CONOR_31_DELETION_FORENSIC_WAVE3.md;CONTRIBUTING.md;HOOK_CANDIDATE_SHOOTOUT.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-locate,norm/locate-theft,21b80115067267a8ce8070bca6db2c1e177607b5,origin/norm/locate-theft,0/0,clean,MoonCaves,2026-08-26T16:55:29+08:00,modernize: use slices backward iteration,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-ozzy-spy,norm/ozzy-spy,6330cc543651a89f58d05f80e479d15ef6e6634b,origin/norm/ozzy-spy,0/0,clean,MoonCaves,2026-08-26T20:55:56+08:00,report: audit containerMeta mutation wave3,norm,.agent-mailbox,AGENTS.md;BENCH_DUPL_SUCCESSOR_AUDIT.md;CHANGELOG.md;CONOR_FB893ED7_RANGE_AUDIT.md;CONTAINER_TEST_DELETION_AUDIT.md;CONTRIBUTING.md;CROSS_DESK_PATCH_ID_LEDGER_WAVE3.md;LENNY_CONTAINER_META_MUTATION_WAVE3.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-phase,norm/phase-contract,33c742137376ee3bf7ff38497167f19476ec1195,origin/norm/phase-contract,0/0,clean,MoonCaves,2026-08-26T16:13:08+08:00,refactor(index): consolidate fold phase timing,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-phase-fix,norm/phase-contract-fix,6e7d29a494f47648df2b2ffd974c61c2a6cb0525,origin/norm/phase-contract-fix,0/0,clean,MoonCaves,2026-08-26T16:36:21+08:00,refactor(index): consolidate phase timing,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-phase-fix-review,norm/phase-contract-fix-review,a72d227f5f378108d00d326d072bc0fa72aa425d,origin/norm/phase-contract-fix,0/1,clean,MoonCaves,2026-08-26T16:50:30+08:00,review: approve immutable phase timing fix,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;PHASE_FIX_REVIEW.md;README.md;ROADMAP.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-phase-review,norm/phase-adversarial-review,7e86623b80e5b68b973d77614db66568748e55e8,origin/norm/phase-adversarial-review,0/0,clean,MoonCaves,2026-08-26T16:28:39+08:00,review: adversarial phase timing contract,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;PHASE_ADVERSARIAL_REVIEW.md;README.md;ROADMAP.md,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-prewarm,norm/prewarm-ponytail,7d5a6a550dc018519cca8f106b86786597d66540,origin/norm/prewarm-ponytail,0/0,clean,MoonCaves,2026-08-26T16:12:18+08:00,refactor(cli): remove impossible antigravity hook error,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-prewarm-review,norm/prewarm-adversarial-review,22dc76876b39cd2dbe5f5df0e8440fd8a50e7181,origin/norm/prewarm-ponytail,0/1,clean,MoonCaves,2026-08-26T16:52:56+08:00,review: adversarially audit prewarm antigravity refactor,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;PREWARM_ADVERSARIAL_REVIEW.md;README.md;ROADMAP.md,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-spy-conor-20260826T111536Z,norm/spy-conor-20260826T111536Z,f026d6aed1918fb2c158c71df976eaf0dbf278c8,UNCERTAIN,22/4 vs base,clean,MoonCaves,2026-08-26T16:12:18+08:00,refactor(cli): remove impossible antigravity hook error,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-spy-lenny-20260826T103109Z,norm/spy-lenny-20260826T103109Z,f026d6aed1918fb2c158c71df976eaf0dbf278c8,UNCERTAIN,22/4 vs base,clean,MoonCaves,2026-08-26T16:12:18+08:00,refactor(cli): remove impossible antigravity hook error,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-spy-ozzy-20260826T105130Z,norm/spy-ozzy-20260826T105130Z,f026d6aed1918fb2c158c71df976eaf0dbf278c8,UNCERTAIN,22/4 vs base,clean,MoonCaves,2026-08-26T16:12:18+08:00,refactor(cli): remove impossible antigravity hook error,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,2ee995096db544be1ba8c889e4c68e3eb7ef24d1,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-norm-tombstone,norm/tombstone-theft,b21852899cf4904b7dff92bdae58f9ee60799af0,origin/integrate/tagwrite-closeout-wave1,24/3,clean,MoonCaves,2026-08-26T16:22:59+08:00,docs: correct tombstone transplant line count,norm,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,c14e806837e595a32efedb844f56e0e0f9e6dd5c,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-composite-instant-20260827,ozzy/composite-instant-tagwrite-20260827,bc8af914d7d5736a8155929e0d81c998a4be5efc,UNCERTAIN,0/42 vs base,clean,MoonCaves,2026-08-27T05:53:41+08:00,docs: tighten tombstone publication contract,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-composite-instant-tagwrite-referee-20260827,ozzy/composite-instant-tagwrite-referee-20260827,bc8af914d7d5736a8155929e0d81c998a4be5efc,origin/ozzy/composite-instant-tagwrite-20260827,0/0,clean,MoonCaves,2026-08-27T05:53:41+08:00,docs: tighten tombstone publication contract,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-composite-pr-20260827,ozzy/composite-instant-tagwrite-pr-20260827,0152683917b6bedc05ab550f55e06013ef49781b,origin/ozzy/composite-instant-tagwrite-pr-20260827,0/0,clean,MoonCaves,2026-08-27T12:25:45+08:00,fix(index): prune orphan sidecars without source tables,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fix-consolidated-topic-delete-20260827,ozzy/fix-consolidated-topic-delete-20260827,537641b0231d8690005a916bc138303b17b43c87,origin/ozzy/fix-consolidated-topic-delete-20260827,0/0,clean,MoonCaves,2026-08-27T04:09:23+08:00,fix(index): prune only missing source topics,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fix-default-catalog-tagwrite-20260827,ozzy/fix-default-catalog-tagwrite-20260827,497818fa1e02a6b799bd862f2585fe1a9618cc42,origin/ozzy/fix-default-catalog-tagwrite-20260827,0/0,clean,MoonCaves,2026-08-27T04:30:00+08:00,test: pin default catalog fast path boundaries,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fix-fastpath-source-refresh-20260827,ozzy/fix-fastpath-source-refresh-20260827,7dad56df1cdf235fe72e14618cb15a81ed965611,origin/ozzy/fix-fastpath-source-refresh-20260827,0/0,clean,MoonCaves,2026-08-27T04:17:33+08:00,fix(cli): refresh TDir source before fast tag lookup,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fix-narrow-publisher-authority-20260827,ozzy/fix-narrow-publisher-authority-20260827,551c1437b22bc10c3b1569129f9337102d6b462f,origin/ozzy/fix-narrow-publisher-authority-20260827,0/0,clean,MoonCaves,2026-08-27T04:20:48+08:00,test: verify eventual publication contract,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fix-tagprep-detached-fold-20260827,ozzy/fix-tagprep-detached-fold-20260827,cb339acf8db4043775cc512b9926e76b5526aa16,origin/ozzy/fix-tagprep-detached-fold-20260827,0/0,clean,MoonCaves,2026-08-27T04:30:22+08:00,fix(cli): detach tag-prep consolidated fold,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-catalog,ozzy/flash-catalog-review,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,UNCERTAIN,16/0 vs base,clean,MoonCaves,2026-08-26T16:55:36+08:00,fix: preserve mixed-source catalog ambiguity,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-cleanup,ozzy/flash-refresh-cleanup,89c8a284d20e4f6adba72accb3c0b34831a3b422,UNCERTAIN,16/1 vs base,clean,MoonCaves,2026-08-26T17:24:36+08:00,fix(index): concurrency-safe refresh DB and WAL/SHM cleanup,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-harness-shrink,ozzy/flash-harness-shrink-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-hidden,ozzy/flash-hidden-pipelines,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,UNCERTAIN,16/0 vs base,clean,MoonCaves,2026-08-26T16:55:36+08:00,fix: preserve mixed-source catalog ambiguity,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-hook,ozzy/flash-hook-review,9010fcca121576dfc47e058fa4127acbb5b4701f,UNCERTAIN,16/1 vs base,clean,MoonCaves,2026-08-26T17:31:23+08:00,docs: add hostile review of 92d0067 hook ingest dedup,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS-OZZY-HOOK.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-integration,ozzy/flash-integration-review,472c489115772df4bc486392da7dcc6d34aef32e,UNCERTAIN,16/1 vs base,clean,MoonCaves,2026-08-26T17:33:01+08:00,docs: hostile review of guarded catalog and fallback semantics,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS-OZZY-CATALOG.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-ponytail,ozzy/flash-ponytail-audit,47d986f40a96ef9c55af53e51004d8e0342faf9d,UNCERTAIN,16/1 vs base,clean,MoonCaves,2026-08-26T17:24:16+08:00,docs: whole-repo anti-bloat audit on cdc063d,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS-OZZY-PONYTAIL.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-prune,ozzy/flash-prune-benchmark,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,UNCERTAIN,16/0 vs base,dirty,MoonCaves,2026-08-26T16:55:36+08:00,fix: preserve mixed-source catalog ambiguity,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-repro,ozzy/flash-repro-review,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,UNCERTAIN,16/0 vs base,clean,MoonCaves,2026-08-26T16:55:36+08:00,fix: preserve mixed-source catalog ambiguity,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,cdc063d058cc775ec2ee45a4231d8458ad3e9d43,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-rival-claims,ozzy/flash-rival-claims-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-spy,ozzy/flash-spy-20260826,897d3397deeedb51adff38deb4d2e7f672ed0579,UNCERTAIN,6/13 vs base,clean,MoonCaves,2026-08-26T22:04:45+08:00,docs(spy): audit rival supervisor work for wave 12 ammunition,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md;SPY_FINDINGS.md,0d60b4c81a3fbdb29e63d3a55869214d2686cdeb,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-stop-hook,ozzy/flash-stop-hook-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-timer-faults,ozzy/flash-timer-faults-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-flash-worker-launcher,ozzy/flash-worker-launcher-20260827,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,UNCERTAIN,0/0 vs base,clean,MoonCaves,2026-08-26T19:03:58+08:00,test(cli): reap detached ingest before catalog assertions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fresh-luna-adversarial-20260827,ozzy/fresh-luna-adversarial-20260827,c38f79acf9c9ae43ebd091a95f36837f43c0e423,origin/ozzy/fresh-luna-adversarial-20260827,0/0,clean,MoonCaves,2026-08-27T05:38:03+08:00,fix: prune sidecars when source lacks sidecar tables,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fresh-luna-canary-20260827,ozzy/fresh-luna-canary-20260827,96aa522611fdcb78e281db31634144e40222de91,UNCERTAIN,0/39 vs base,clean,MoonCaves,2026-08-27T05:12:37+08:00,fix: prune sidecars for removed sessions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fresh-luna-doc-review-20260827,ozzy/fresh-luna-doc-review-20260827,967051fea45aeb92e8f51006a8abcb641f0051e2,UNCERTAIN,0/40 vs base,clean,MoonCaves,2026-08-27T05:32:13+08:00,docs: record tag publication and sidecar contracts,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-fresh-luna-targeted-review-20260827,ozzy/fresh-luna-targeted-review-20260827,e43127edc1d35e111c8b0fa5bcb19a8cb59b26ce,UNCERTAIN,0/39 vs base,clean,MoonCaves,2026-08-27T05:24:46+08:00,perf(tag): refresh only resolved session before write,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-harvest,ozzy/harvest-wave1-20260826,78b6a4fe5a90771d9de7a1e3e83e0c046ed834a8,origin/ozzy/harvest-wave1-20260826,0/0,clean,MoonCaves,2026-08-26T19:22:12+08:00,refactor(cli): shrink segment range bounds,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;PRIOR_ART_SOURCES.md;README.md;ROADMAP.md;WORKER_PROBLEM_PRIOR_ART.md,5b9756b2200ff6bd670f07407407d84d9f42d84b,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-luna-correctness-20260827,ozzy/luna-correctness-20260827,75d16566290a6932223540abd70379fd359c1cf5,origin/ozzy/luna-correctness-20260827,0/0,clean,MoonCaves,2026-08-27T05:12:37+08:00,fix: prune sidecars for removed sessions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-luna-empty-topic-revision-20260827,ozzy/luna-empty-topic-revision-20260827,fb99037cda7c4ca80b6f5294631e5e5c0acc71b6,UNCERTAIN,0/38 vs base,clean,MoonCaves,2026-08-27T05:07:29+08:00,cli: remove redundant tag topic overlay,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-luna-final-doc-pass-20260827,ozzy/luna-final-doc-pass-20260827,967051fea45aeb92e8f51006a8abcb641f0051e2,origin/ozzy/luna-final-doc-pass-20260827,0/0,clean,MoonCaves,2026-08-27T05:32:13+08:00,docs: record tag publication and sidecar contracts,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-luna-final-gate-20260827,ozzy/luna-final-gate-20260827,96aa522611fdcb78e281db31634144e40222de91,UNCERTAIN,0/39 vs base,clean,MoonCaves,2026-08-27T05:12:37+08:00,fix: prune sidecars for removed sessions,ozzy,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-ozzy-luna-fresh-doc-referee-20260827,ozzy/luna-fresh-doc-referee-20260827,12c02ae3deb4d7bdc9b53d9ed844244f37e37d03,origin/ozzy/luna-fresh-doc-referee-20260827,0/0,clean,MoonCaves,2026-08-27T05:53:41+08:00,docs: tighten tombstone publication contract,ozzy,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
